	SRR12626034	SRR12626035	SRR12626036	SRR12626040	SRR12626041	SRR12626042
COPS3	1852	1774	1535	2673	1759	1998
COPS4	5115	4566	4409	8170	4480	5685
COPS5	2069	1845	1766	2997	1933	2413
COPS6	1436	1539	1230	2442	1604	1820
COPS7A	634	655	418	703	471	603
COPS7B	84	78	55	109	54	93
COPS8	7013	7102	5703	10363	5894	7653
COPZ1	5467	6187	5495	6467	4505	5978
COQ10A	125	113	125	132	69	89
COQ10B	1377	1095	827	1945	1092	1336
COQ2	39	24	29	43	16	46
COQ3	286	215	269	362	235	300
COQ4	62	76	50	48	37	53
COQ5	683	689	585	806	465	592
COQ6	142	130	107	149	108	137
COQ7	487	486	425	472	252	401
COQ9	449	498	397	451	255	390
CORIN	67	49	37	50	54	31
CORO1C	1922	1795	1297	5077	2880	3042
CORO2A	30	33	32	85	48	62
CORO2B	167	148	114	343	179	208
COTL1	374	401	316	1392	702	664
COX10	154	123	107	177	103	167
COX10-AS1	296	237	210	312	182	303
COX11	884	800	669	931	483	901
COX14	2604	2591	2442	1725	1065	1496
COX15	3251	3273	2966	4660	3183	3777
COX16	676	665	537	999	547	648
COX17	1900	1949	1808	2500	1425	1825
COX18	328	370	278	341	226	301
COX19	173	136	119	206	113	120
COX4I1	7188	7175	6225	7413	4697	5837
COX5A	163	155	162	180	107	174
COX5B	541	592	444	619	389	480
COX6A1	5171	4984	3386	5673	3726	3828
COX6B1	5029	5408	4700	5374	3724	4243
COX6B2	71	84	67	51	35	60
COX6C	11170	10450	9384	12773	7825	9554
COX7A2	8982	9359	7937	10957	7165	8244
COX7A2L	10969	11127	10764	14553	8347	11069
COX7B	6706	6521	5667	7352	5111	6141
COX7C	9368	9552	8095	10019	6409	7936
COX8A	1089	1010	697	1075	666	840
CP	991	692	626	2049	752	858
CPA2	274	192	216	157	85	139
CPA4	944	2234	1726	5130	2808	4572
CPD	3030	2763	2505	3917	2118	2823
CPE	1934	1591	1555	1435	883	1089
CPEB2	3814	3482	3003	6634	2861	4825
CPEB3	218	201	191	142	108	110
CPEB4	8788	7560	7753	10873	5777	8718
CPM	1169	1265	1190	1343	577	879
CPNE1	767	889	624	944	644	720
CPNE2	185	150	118	197	106	164
CPNE3	10984	11298	10599	15265	8623	12359
CPNE4	72	87	98	254	102	87
CPNE8	251	224	178	200	83	216
CPOX	133	116	152	232	86	111
CPPED1	194	162	143	339	189	231
CPS1	555	430	460	313	221	277
CPSF2	1756	1669	1532	2974	1671	2145
CPSF3	2789	2666	2523	4684	2784	3438
CPSF3L	70	58	41	62	42	63
CPSF4	105	101	89	127	73	90
CPSF6	4149	3479	3329	4681	1847	2965
CPSF7	887	1031	948	1195	897	1080
CPT1C	144	125	117	160	80	135
CPT2	230	235	210	280	198	256
CPVL	257	217	210	239	98	90
CPXM1	64	55	40	88	52	44
CPXM2	193	195	168	110	76	85
CRABP1	63	93	43	129	56	60
CRABP2	2512	3360	2146	5020	3224	3088
CRADD	197	219	134	234	139	184
CRAMP1L	87	91	52	121	64	86
CRB1	192	129	173	221	87	157
CRBN	6287	5988	5431	8076	3772	6023
CRCP	668	598	523	849	581	641
CREB1	2704	2670	2465	3798	1689	2533
CREB3	388	384	230	766	432	458
CREB3L2	1579	1759	1627	2479	1487	1972
CREB3L4	130	110	71	87	47	83
CREB5	820	839	804	1961	785	1244
CREBBP	290	303	210	373	225	263
CREBL2	860	652	771	796	446	688
CREBRF	1939	2098	1649	1881	771	1619
CREBZF	1128	1149	1049	1292	593	848
CREG1	314	346	272	348	163	204
CRELD1	112	144	122	114	85	70
CRELD2	38	33	29	66	40	46
CREM	723	621	525	1094	681	709
CRHR2	129	90	69	19	26	29
CRIM1	792	748	672	2206	1071	1352
CRIPAK	166	198	173	221	120	165
CRIPT	4897	4567	4587	5707	3482	4803
CRISPLD1	713	617	506	1154	581	785
CRKL	4445	5033	4276	6247	3775	4703
CRLF3	304	266	263	373	222	248
CRLS1	406	335	336	487	289	357
CRMP1	231	251	166	561	368	232
CRNDE	78	49	33	71	53	30
CRNKL1	1685	1371	1274	2525	1229	1778
CROCCP2	32	46	41	48	23	33
CROCCP3	203	221	220	288	126	188
CROT	2649	2172	1962	3641	2403	2854
CRSP8P	102	47	59	130	62	97
CRTAP	736	844	625	799	504	639
CRTC2	38	45	25	84	27	21
CRTC3	74	67	48	77	63	57
CRX	40	81	42	52	28	43
CRY1	856	767	699	939	527	853
CRY2	192	216	159	174	83	134
CRYAB	3891	5617	4221	8494	5414	7061
CRYBB2P1	530	525	366	672	436	450
CRYBG3	448	440	337	469	161	376
CRYGS	77	64	72	181	185	86
CRYL1	880	898	794	627	349	595
CRYZL1	4319	4211	3978	5596	2936	4017
CS	3950	4264	3822	4756	3277	3833
CSAD	297	281	222	278	166	223
CSDE1	27459	29209	27737	42179	25163	31883
CSE1L	8596	7744	7190	11360	5857	8571
CSF1	73	52	27	64	41	51
CSF1R	84	78	51	109	62	92
CSGALNACT1	183	140	184	110	22	53
CSGALNACT2	2643	2587	2386	3060	1802	3332
CSMD3	533	566	474	510	173	479
CSNK1A1	2967	3070	2690	4322	2172	3177
CSNK1D	179	174	173	202	134	186
CSNK1G1	1345	1301	1119	1952	1087	1419
CSNK1G3	1273	1198	1048	1593	715	1142
CSNK2A1	3318	3823	3144	5059	2920	4193
CSNK2A2	89	113	82	87	75	82
CSNK2A3	292	315	274	391	287	298
CSNK2B	66	75	46	86	51	58
CSPG5	39	46	38	15	30	18
CSPP1	3198	2577	2403	2703	1441	2543
CSRNP1	53	58	40	187	107	113
CSRNP2	341	315	300	656	310	357
CSRNP3	2288	1891	2018	2481	925	2004
CSRP1	94	109	66	586	254	251
CSRP2	983	1119	872	1411	881	982
CSRP2BP	258	216	238	316	198	245
CST3	508	511	383	476	262	340
CSTB	514	567	341	565	337	479
CSTF1	1521	1537	1349	2250	1329	1571
CSTF2	278	246	147	281	164	225
CSTF2T	643	567	377	645	407	685
CSTF3	2482	2329	2092	3029	1998	2656
CTAGE1	99	86	82	66	26	51
CTAGE5	7927	8007	7551	5890	2898	5689
CTBP1	226	139	176	222	147	158
CTBP1-AS2	49	69	63	77	42	42
CTBP2	603	444	493	609	390	389
CTBS	2058	1738	1640	1828	829	1451
CTC1	100	130	85	107	48	83
CTCF	577	462	425	736	383	451
CTDNEP1	212	232	192	241	163	175
CTDSP1	77	86	44	50	39	40
CTDSP2	1115	1181	886	1297	776	904
CTDSPL	746	750	663	771	450	559
CTDSPL2	5750	5816	5318	8100	3939	5725
CTGF	609	766	527	12041	5625	4795
CTH	863	1093	979	1391	837	1240
CTHRC1	29	36	18	186	65	93
CTNNA1	17054	17898	15802	26295	15448	19680
CTNNA2	249	224	215	271	217	247
CTNNA3	94	75	41	82	65	47
CTNNAL1	1780	1510	1385	2396	1204	1666
CTNNB1	3705	3263	2959	5065	2809	3402
CTNNBIP1	40	36	39	105	50	32
CTNNBL1	1758	1773	1596	2358	1516	1784
CTNND1	33	36	40	28	21	30
CTNND2	656	636	567	733	343	493
CTNS	40	33	33	53	38	68
CTPS1	355	290	300	880	523	479
CTPS2	687	866	694	1128	561	688
CTR9	2106	1847	1520	2594	1344	1853
CTSA	170	172	106	227	143	179
CTSB	2248	2648	1784	3778	2128	2539
CTSC	1934	1801	1444	2120	1259	1644
CTSD	116	132	70	101	78	80
CTSH	49	61	36	113	49	73
CTSK	805	783	842	505	302	424
CTSL	827	897	755	732	503	666
CTSS	22	35	40	231	73	42
CTSV	2131	3009	1982	33026	16989	14614
CTTN	890	768	466	1406	705	930
CTTNBP2	251	199	204	357	128	169
CTTNBP2NL	1765	1750	1489	4017	2433	2882
CUBN	37	69	94	101	62	82
CUEDC2	138	155	103	179	107	156
CUL1	775	703	719	944	692	746
CUL2	998	955	786	1722	862	1236
CUL3	1681	1283	1190	2048	1015	1498
CUL4A	1666	1846	1669	2334	1189	1632
CUL4B	3312	3615	3247	4357	2396	3428
CUL5	3017	2661	2472	3654	1606	3151
CUL7	159	165	126	182	111	141
CUTC	762	829	629	934	582	740
CUX1	836	733	621	808	511	770
CUX2	205	179	123	121	130	203
CWC15	3197	3102	3014	4184	2583	3003
CWC22	2925	2667	2302	4023	1742	2873
CWC27	1918	1856	1605	3011	1619	2297
CWF19L1	637	526	501	855	589	765
CWF19L2	1361	1291	1041	1187	584	1025
CX3CL1	48	37	29	41	49	25
CXADR	16368	14279	13122	23722	11356	15716
CXCL12	35	40	22	98	64	43
CXCL14	6562	7871	6232	12566	7912	10473
CXCL16	48	50	59	91	53	61
CXCR4	432	527	435	976	459	588
CXXC1	47	34	22	36	39	50
CXXC4	717	587	531	557	437	423
CXXC5	131	137	108	252	156	171
CXorf23	523	368	359	629	335	460
CXorf38	180	194	166	206	122	157
CXorf40A	45	50	49	54	24	34
CXorf40B	150	121	74	148	85	119
CXorf56	404	406	326	494	347	458
CXorf57	479	358	312	481	191	353
CYB561	200	168	118	178	124	129
CYB561A3	83	79	53	122	73	98
CYB561D1	47	40	58	50	43	31
CYB561D2	66	66	53	82	51	64
CYB5A	294	265	228	333	169	217
CYB5B	5441	5143	5136	7891	5168	6225
CYB5D1	1258	1330	1073	1354	786	1078
CYB5D2	171	185	132	180	131	174
CYB5R1	291	287	196	271	188	223
CYB5R2	359	438	416	450	335	521
CYB5R3	78	60	51	111	57	86
CYB5R4	77	71	89	114	85	51
CYB5RL	79	53	34	74	31	49
CYBRD1	677	639	598	610	284	495
CYC1	209	227	188	278	166	171
CYCS	7883	6564	6824	10623	6766	7869
CYFIP1	371	309	288	458	237	370
CYFIP2	5413	4561	4190	5832	3909	4455
CYLD	2384	2246	1904	4181	2098	2738
CYP1B1	466	530	338	1808	864	950
CYP20A1	1519	1063	1229	1618	977	1266
CYP27A1	443	442	355	354	159	318
CYP27C1	89	66	74	98	45	48
CYP2C8	47	18	15	24	12	16
CYP2R1	367	350	335	385	159	353
CYP2U1	252	177	210	260	154	232
CYP39A1	756	507	529	459	277	409
CYP3A5	190	194	151	262	78	143
CYP4V2	678	425	536	513	202	335
CYP51A1	1657	1669	1424	2867	1596	1995
CYP7B1	118	86	124	86	56	83
CYR61	201	283	209	1508	748	934
CYSLTR1	107	66	79	141	47	81
CYSTM1	4801	5018	4272	6195	3777	4424
CYTH1	38	45	35	56	22	18
CYTH2	131	114	108	225	128	135
CYTH3	38	29	24	54	25	48
CYYR1	181	130	122	194	109	139
DAAM1	6236	6872	5285	6393	2636	5250
DAB2	3247	2811	2891	4494	2700	3762
DACH1	921	790	685	1037	636	813
DACH2	58	78	51	119	59	71
DACT1	59	46	48	147	77	81
DAD1	9345	9931	8603	14368	8944	9973
DAG1	237	275	154	300	203	212
DAGLB	44	37	19	67	31	43
DALRD3	163	179	128	161	107	118
DANCR	1573	1488	1064	1231	695	1002
DANT2	30	40	59	47	29	25
DAP	443	454	311	573	325	381
DAP3	3100	3057	2773	4001	2564	3170
DAPK1	349	297	214	306	201	256
DAPL1	60	42	67	40	23	33
DAPP1	7	16	6	96	39	36
DARS	5046	5954	4814	6841	3472	5545
DARS2	1417	1364	1314	2016	1169	1453
DAW1	4676	4310	3978	6106	3873	5201
DAZAP1	80	77	74	112	62	77
DAZAP2	22552	21866	21399	27098	16770	21446
DBF4	309	307	293	378	236	333
DBI	3530	3368	2937	5165	3001	3482
DBNDD1	12	18	17	60	27	25
DBNL	55	38	25	84	64	62
DBR1	224	162	130	203	145	156
DBT	1822	1835	1641	2293	1278	1700
DCAF10	4106	3508	3611	4599	2534	3809
DCAF11	513	605	439	615	394	456
DCAF12	627	543	607	1057	641	767
DCAF13	5459	5083	4857	11493	6231	7698
DCAF13P3	100	68	65	133	52	80
DCAF16	471	458	395	514	295	433
DCAF17	1652	1338	1282	1896	1069	1617
DCAF4	39	34	25	78	21	33
DCAF4L1	52	58	26	92	33	58
DCAF5	1405	1434	1215	1795	1151	1450
DCAF6	1038	687	666	1027	450	613
DCAF7	3310	2911	2512	4286	2662	2974
DCAF8	706	853	631	644	490	625
DCAKD	287	379	240	353	220	291
DCBLD2	1670	1568	1413	7089	2692	2331
DCC	1015	1035	959	1090	589	956
DCDC1	266	245	210	206	104	225
DCDC2	3856	3414	3254	3936	1630	2983
DCDC5	607	570	486	622	284	594
DCHS1	33	52	35	67	27	44
DCHS2	73	69	59	169	90	153
DCK	818	901	775	1167	671	1028
DCLK1	196	164	136	4354	1421	1295
DCLK2	63	36	59	103	48	48
DCLRE1A	999	771	926	1133	494	930
DCLRE1B	244	203	190	325	194	239
DCLRE1C	1728	1444	1425	2462	1173	1836
DCN	4346	3537	3014	3318	1796	2464
DCP1A	4909	5345	4969	8329	4648	6241
DCP1B	209	253	141	263	147	224
DCP2	8260	8799	8481	10572	5192	8333
DCPS	68	69	47	67	46	76
DCTD	728	687	563	857	608	728
DCTN1	413	436	331	655	419	413
DCTN2	411	451	397	606	371	449
DCTN3	135	153	123	152	120	117
DCTN4	3038	3065	2858	4651	2490	3110
DCTN5	2259	2292	2050	3449	2217	2475
DCTN6	1778	1760	1577	2529	1349	1805
DCTPP1	100	87	68	186	105	144
DCUN1D1	3083	2847	2521	4228	1893	3352
DCUN1D2	1325	1381	881	740	359	587
DCUN1D3	73	101	80	172	97	171
DCUN1D4	2673	2377	2117	3656	1657	2373
DCUN1D5	633	675	593	777	321	630
DCX	2090	2098	1704	3193	2031	1943
DCXR	51	38	39	57	33	40
DDAH1	4043	3824	3144	11966	6761	7043
DDB1	5532	6446	5603	7759	5138	6403
DDB2	450	455	429	454	247	416
DDHD1	981	925	815	1347	539	1014
DDHD2	1148	1168	1174	1536	820	1142
DDIAS	210	147	151	428	228	255
DDIT3	2250	3132	2636	2914	1439	2199
DDIT4	64	89	71	81	38	60
DDIT4L	638	791	502	2069	929	1180
DDOST	4417	4061	2601	5170	3053	3512
DDR1	79	97	81	152	81	89
DDR2	233	214	134	266	149	215
DDX1	9114	8117	7993	11460	6777	8251
DDX10	1008	881	736	1440	772	1086
DDX17	4157	3819	3261	4439	2857	4235
DDX18	3110	3035	3104	4613	2544	3308
DDX19A	1091	1005	829	1443	988	1171
DDX19B	191	207	91	237	149	149
DDX20	148	119	111	193	131	169
DDX21	1688	1427	1415	3377	1894	2116
DDX23	737	876	665	1055	663	793
DDX24	370	99	69	228	43	77
DDX25	194	249	167	182	134	184
DDX26B	331	312	281	374	181	228
DDX27	706	602	383	886	500	667
DDX31	217	201	198	379	230	250
DDX39A	368	313	201	475	308	323
DDX3X	21718	21107	19210	28421	16088	22774
DDX3Y	11741	12994	11662	14067	6588	12144
DDX41	357	475	278	515	246	371
DDX42	1006	928	787	1362	838	947
DDX46	2927	2923	2857	4492	2224	3376
DDX47	4758	4661	4317	8219	4721	5495
DDX49	37	35	12	59	27	36
DDX5	41565	36992	35818	59872	34664	45730
DDX50	1898	2011	1519	2761	1475	1997
DDX51	55	45	35	71	50	63
DDX52	304	199	226	312	237	267
DDX55	198	179	143	236	152	187
DDX56	104	152	102	191	97	137
DDX58	447	322	419	530	247	272
DDX59	179	109	82	157	103	110
DDX6	1315	1738	1421	1860	1193	1588
DDX60	2023	1828	1579	1598	522	1478
DDX60L	824	1025	807	1330	561	1164
DEAF1	39	45	28	36	15	18
DECR1	3019	2634	2289	4160	2243	2711
DEDD	578	683	491	834	481	499
DEDD2	78	66	32	50	41	38
DEF8	168	164	123	252	167	161
DEGS1	716	581	475	814	476	577
DEK	2662	2590	2384	3038	1432	2441
DENND1A	405	420	352	385	200	281
DENND1B	903	684	607	723	275	669
DENND2A	61	52	44	98	40	74
DENND2C	613	554	562	396	255	385
DENND2D	46	39	40	53	28	25
DENND4A	2936	2581	2492	2187	950	1947
DENND4B	98	123	72	112	67	85
DENND4C	4094	4105	3596	5170	2134	4031
DENND5A	539	535	394	852	484	581
DENND5B	3246	2769	2739	3998	2224	3287
DENND6A	269	263	238	361	191	264
DENR	1619	1375	1198	2164	1381	1710
DEPDC1	163	152	82	153	73	102
DEPDC1B	70	57	46	135	66	62
DEPDC4	58	73	77	42	22	68
DEPDC5	51	42	41	74	44	48
DEPDC7	206	125	120	118	59	100
DERA	1085	991	1027	1276	714	1090
DERL1	413	429	291	632	357	403
DERL2	6872	6020	5672	10760	5905	6992
DESI1	166	239	194	258	165	222
DESI2	894	828	717	1099	655	832
DET1	317	338	302	324	196	274
DEXI	46	67	49	45	35	41
DFFA	803	789	616	1357	828	985
DFFB	67	44	50	70	53	59
DFNA5	138	138	126	342	167	258
DFNB31	150	161	85	70	39	41
DFNB59	177	136	118	86	68	81
DGAT2	161	119	103	57	40	64
DGCR2	53	71	31	78	43	30
DGCR8	58	61	49	105	73	37
DGKA	234	206	183	568	370	453
DGKB	749	658	614	378	285	368
DGKD	109	109	66	189	71	85
DGKE	786	789	803	583	227	444
DGKG	234	223	206	138	77	98
DGKH	93	164	97	270	116	220
DGKI	120	57	72	168	110	151
DGUOK	1783	1707	1272	2335	1573	1708
DHCR24	579	762	523	1165	844	921
DHCR7	110	126	73	177	98	128
DHDDS	382	422	351	518	326	383
DHFR	220	187	200	358	258	260
DHFRL1	318	274	259	364	252	268
DHODH	40	41	43	40	47	32
DHPS	207	238	149	177	114	218
DHRS1	414	406	380	578	388	525
DHRS12	48	38	67	74	42	73
DHRS3	219	253	174	118	79	153
DHRS4-AS1	299	345	337	355	187	247
DHRS7	1370	1433	996	1870	1080	1257
DHRS7B	693	608	436	855	453	521
DHTKD1	1062	959	925	1303	708	926
DHX15	7599	7788	6824	12200	6697	8446
DHX29	2133	2077	1728	4599	2321	3192
DHX30	613	553	510	579	394	498
DHX32	940	840	773	1295	755	836
DHX33	869	669	785	1396	707	887
DHX35	191	192	155	257	145	208
DHX36	1850	1778	1639	2505	1131	1911
DHX38	52	85	68	104	71	76
DHX40	1362	1468	1284	1928	1136	1478
DHX57	1265	1204	1064	1664	978	1205
DHX8	1042	880	792	1395	888	1170
DHX9	3371	3016	2234	4061	2405	3053
DIABLO	666	622	440	888	526	628
DIAPH1	506	486	323	616	314	433
DIAPH2	484	359	397	416	165	421
DIAPH3	401	398	330	474	316	456
DICER1	6180	5640	5716	7591	3952	6527
DICER1-AS1	110	159	139	71	55	72
DIDO1	261	209	218	268	189	190
DIEXF	1236	1260	1311	2174	1259	1631
DIMT1	387	354	306	594	257	427
DIO2	425	443	290	4662	1967	1528
DIP2A	606	607	521	775	367	494
DIP2B	2293	2226	1986	3333	1965	2568
DIP2C	856	848	650	1001	544	875
DIRAS2	96	89	110	31	32	33
DIRAS3	159	129	120	897	432	446
DIRC2	109	55	91	133	86	85
DIS3	2004	1859	1629	2358	942	1765
DIS3L	414	367	393	438	328	381
DIS3L2	73	94	90	130	61	104
DISP1	1315	1140	1096	1252	833	1176
DIXDC1	4061	3942	3628	4323	2642	3921
DKC1	1486	1326	1253	2857	1517	1683
DKFZP434I0714	79	44	79	83	52	63
DKFZP586I1420	2952	2612	2267	2987	1255	2383
DKK1	22	34	13	82	42	49
DKK2	265	267	172	902	446	538
DKK3	1017	1121	736	966	555	792
DLAT	1023	741	844	1100	579	902
DLC1	503	476	411	770	420	501
DLD	12240	10136	9776	14317	7967	10655
DLEC1	52	21	20	26	11	16
DLEU1	256	163	189	268	134	192
DLEU2	75	68	73	82	38	73
DLEU2L	94	130	119	78	32	73
DLG1	2444	2282	2087	4837	2209	3125
DLG2	281	246	226	405	182	178
DLG3	1093	1009	963	1426	833	918
DLGAP1	48	52	29	131	33	35
DLGAP1-AS1	229	237	174	371	173	256
DLGAP1-AS2	264	222	179	706	382	466
DLGAP4	77	102	55	88	42	58
DLGAP5	725	614	477	928	490	718
DLK1	41	53	35	76	42	29
DLST	120	161	112	148	104	158
DMAP1	58	65	38	58	43	57
DMD	4272	4183	3712	7093	3614	4697
DMGDH	76	70	64	87	27	75
DMKN	272	211	164	265	148	185
DMRT1	96	119	103	71	38	82
DMRT3	290	293	304	341	173	262
DMRTA1	221	208	191	460	200	268
DMRTA2	94	95	102	140	116	111
DMTF1	2769	2809	2371	3275	1592	2529
DMXL1	3774	3510	2894	3335	1130	3090
DMXL2	4860	4582	4050	3465	1274	3124
DNA2	246	178	212	366	257	238
DNAAF1	60	58	36	31	27	33
DNAAF2	131	87	104	134	80	136
DNAAF5	123	125	82	188	108	108
DNAH1	20	32	19	58	11	35
DNAH11	771	658	682	434	189	403
DNAH12	721	411	365	470	178	345
DNAH14	668	518	384	961	324	531
DNAH3	277	231	145	180	190	229
DNAH5	345	350	228	434	207	309
DNAH6	2182	1896	1532	1753	670	1601
DNAH7	3410	2525	2127	2428	963	2183
DNAH9	304	232	212	179	128	259
DNAI1	738	835	729	541	387	636
DNAJA1	4924	4212	3578	7206	4012	4998
DNAJA2	2891	2416	2258	3362	1980	2490
DNAJB1	338	305	220	558	276	389
DNAJB11	197	225	153	349	213	202
DNAJB12	121	111	87	126	84	82
DNAJB14	2823	2214	1811	3484	1280	2401
DNAJB4	4822	5080	5026	5657	2591	4042
DNAJB5	39	41	15	67	34	42
DNAJB6	1337	1011	1016	1753	1070	1262
DNAJB7	59	53	65	80	52	41
DNAJB9	854	763	666	716	366	657
DNAJC1	196	193	159	199	115	106
DNAJC10	1731	1561	1299	2598	1125	1635
DNAJC11	89	107	100	176	106	133
DNAJC12	188	176	174	358	152	164
DNAJC13	2217	2149	1811	3514	1429	2286
DNAJC14	530	417	278	554	411	440
DNAJC15	96	87	73	208	86	97
DNAJC16	1488	1321	1129	2439	1170	1406
DNAJC18	1486	1475	1169	2109	1268	1648
DNAJC19	2512	2055	1626	2071	1282	1877
DNAJC2	433	344	328	559	327	395
DNAJC21	1360	1251	1384	1488	757	1265
DNAJC24	584	505	533	918	490	774
DNAJC25	380	362	316	519	243	458
DNAJC27	497	618	525	651	389	486
DNAJC27-AS1	67	62	52	54	52	62
DNAJC3	3929	3670	3327	4770	2652	3300
DNAJC3-AS1	291	295	257	290	133	149
DNAJC30	66	52	51	58	34	48
DNAJC5	98	98	63	125	68	78
DNAJC6	321	357	258	359	206	305
DNAJC7	792	932	764	1013	610	807
DNAJC8	5160	4773	4646	7803	4953	5887
DNAJC9	215	176	169	358	174	243
DNAJC9-AS1	340	297	268	178	78	237
DNAL1	1444	1455	1458	1971	1189	1787
DNALI1	5341	4804	3851	4862	3176	4243
DNASE1	39	56	24	61	21	36
DNASE2	101	136	71	116	59	89
DNER	974	865	826	819	493	647
DNHD1	222	314	201	206	91	179
DNM1L	4007	4002	3606	6342	3174	4808
DNM3	359	300	185	428	150	260
DNM3OS	539	388	340	419	126	292
DNMBP	1307	1352	1152	939	547	932
DNMT1	112	140	106	175	144	111
DNMT3A	1224	1161	909	1904	1140	1095
DNMT3B	46	38	39	81	35	49
DNPEP	350	374	212	389	176	285
DNTTIP1	111	95	77	165	91	102
DNTTIP2	5717	4727	4312	10351	4484	7236
DOCK1	1136	1228	980	1794	1094	1440
DOCK10	119	75	32	184	52	95
DOCK11	54	25	35	121	35	80
DOCK2	0	1	5	131	38	23
DOCK3	1006	969	832	857	504	791
DOCK4	74	40	74	155	47	71
DOCK5	319	209	244	225	112	160
DOCK7	1450	1696	1455	2781	1039	1770
DOCK8	165	193	103	91	55	71
DOCK9	673	719	599	660	252	442
DOK5	1953	1880	1599	2656	1689	1843
DOK6	1758	1633	1377	1689	1037	1616
DOLK	76	69	34	103	57	59
DONSON	350	404	443	429	187	275
DOPEY1	1949	1684	1362	1938	727	1375
DOPEY2	77	56	66	260	111	93
DPAGT1	739	682	532	1064	603	812
DPCD	3511	3470	2707	4458	2690	3207
DPF2	800	821	566	908	593	761
DPF3	51	39	60	49	14	59
DPH2	100	88	47	161	90	81
DPH3	4310	3253	3411	6586	3063	4536
DPH5	1893	1763	1791	2031	1263	1614
DPH6	797	758	769	1077	620	915
DPH7	198	222	193	191	105	153
DPM1	881	949	724	1234	779	993
DPM2	79	78	70	64	41	51
DPM3	62	64	34	60	45	43
DPP10	217	230	165	326	136	202
DPP3	56	63	25	119	85	115
DPP4	62	54	68	54	10	25
DPP6	58	39	31	30	27	26
DPP8	1324	1089	1180	1782	952	1268
DPY19L1	615	530	457	714	500	600
DPY19L1P1	78	79	67	79	28	72
DPY19L2	435	363	295	244	122	223
DPY19L2P2	82	61	72	59	10	53
DPY19L3	1425	993	1076	1368	695	905
DPY19L4	1524	1471	1397	1929	890	1338
DPY30	3614	3285	2996	4169	2565	3385
DPYD	86	108	95	520	251	307
DPYSL2	7439	8245	6960	12367	7750	8218
DPYSL3	936	1032	873	2043	1302	1253
DPYSL5	94	93	87	175	103	114
DR1	842	813	733	804	389	559
DRAIC	104	96	104	86	49	61
DRAM1	141	144	139	417	230	304
DRAM2	3173	3385	3086	3373	1906	2979
DRAP1	43	42	16	76	37	53
DRC1	860	913	647	607	323	719
DRG1	2432	2482	2440	3502	2417	2736
DRG2	83	102	57	138	97	111
DROSHA	847	916	752	1183	683	830
DSC2	130	139	118	492	228	200
DSCR3	990	1070	735	1090	718	914
DSE	449	388	381	604	322	486
DSG2	3332	3656	3137	4728	1969	3079
DSG2-AS1	73	39	46	106	49	72
DSN1	759	591	622	686	346	518
DSP	257	390	185	2786	1065	728
DST	8428	6637	4297	22755	6942	12595
DSTN	3230	2889	2306	4897	2910	3638
DSTYK	3735	3833	3269	5632	3577	4272
DTD1	267	287	224	448	235	281
DTD2	96	122	90	195	102	178
DTL	338	301	234	602	489	504
DTNA	6324	6074	4887	5992	3651	5054
DTNB	79	53	70	49	42	77
DTNBP1	109	133	109	115	80	126
DTWD1	2218	2222	2143	3398	1822	2803
DTWD2	193	170	183	353	114	225
DTX3	162	161	92	201	128	140
DTX3L	176	158	131	289	116	210
DTX4	415	378	381	343	271	300
DUS2	99	121	63	149	76	93
DUS4L	151	140	162	215	107	224
DUSP1	125	146	131	490	281	208
DUSP10	747	729	559	1326	786	1106
DUSP11	1445	1350	1016	2360	1270	1592
DUSP12	145	92	84	165	89	111
DUSP16	296	403	288	286	216	351
DUSP18	367	354	319	396	293	389
DUSP19	249	293	237	340	130	228
DUSP22	107	134	91	156	122	154
DUSP3	672	666	423	1153	622	766
DUSP4	195	190	176	434	262	246
DUSP5	64	88	73	306	153	138
DUSP6	273	323	296	1240	657	787
DUT	183	161	178	228	138	148
DVL2	62	63	61	82	42	50
DVL3	399	410	351	578	385	468
DYDC2	930	806	695	632	391	705
DYM	454	486	412	571	266	438
DYNC1H1	1695	1658	1100	2598	1646	1669
DYNC1I1	153	113	79	105	34	73
DYNC1I2	3720	3647	3239	6172	3328	4035
DYNC1LI1	663	512	414	763	481	587
DYNC1LI2	1097	854	876	1747	910	1035
DYNC2H1	7331	5689	4400	6779	2598	6048
DYNC2LI1	5201	4473	4821	5442	3072	5147
DYNLL1	7359	6370	6010	9606	5717	7317
DYNLRB1	1669	1672	1358	2192	1488	1801
DYNLRB2	602	534	449	431	249	347
DYNLT1	7112	6749	5979	11259	6866	7578
DYNLT3	2743	2891	2511	5089	2175	4014
DYRK1A	448	420	342	612	277	430
DYRK2	510	556	500	908	526	646
DYRK3	133	133	121	122	82	113
DYRK4	790	1033	886	834	527	743
DYX1C1	186	107	144	229	127	187
DZANK1	480	453	342	438	314	412
DZIP1	934	751	782	1275	557	833
DZIP3	9111	7274	6504	7071	3254	6162
E2F3	264	245	226	607	398	468
E2F4	119	138	87	170	100	83
E2F5	124	128	124	175	81	140
E2F6	177	163	149	154	115	183
E2F7	357	280	241	643	525	668
EAF1	958	942	820	1211	713	902
EAF2	256	279	321	249	132	195
EAPP	3130	2987	2753	3800	2110	2922
EARS2	298	394	382	465	309	366
EBAG9	471	414	406	527	300	428
EBF1	34	53	54	71	23	65
EBF3	62	42	22	58	29	37
EBLN2	195	160	146	233	104	149
EBLN3	2638	2716	2326	2810	1620	2279
EBNA1BP2	506	540	453	1252	786	723
